date,item,count,sales_cat,semester,menu_condition
23-Jan,Side Potato Tots,16,Grill,Spring 2025,Control
23-Jan,ADD Chicken Breast,6,Grill,Spring 2025,Control
23-Jan,Black Bean Burger,2,Grill,Spring 2025,Control
23-Jan,Add Sausage 2 Patty,4,Grill,Spring 2025,Control
23-Jan,ADD Cheese,8,Grill,Spring 2025,Control
23-Jan,Add Egg $.99,3,Grill,Spring 2025,Control
23-Jan,1 Entree + 1 Side,230,Asian,Spring 2025,Control
23-Jan,Bowl Ramen Chicken,92,Asian,Spring 2025,Control
23-Jan,1 Entree + 2 Side,75,Asian,Spring 2025,Control
23-Jan,2 Entrees + 2 Sides,32,Asian,Spring 2025,Control
23-Jan,Bowl Ramen Tofu,18,Asian,Spring 2025,Control
23-Jan,Side Vegetarian Lo Mein,7,Asian,Spring 2025,Control
23-Jan,1 Wok Entree,3,Asian,Spring 2025,Control
23-Jan,Side White or Brown Rice,5,Asian,Spring 2025,Control
23-Jan,Side Vegetable Spring Rolls,2,Asian,Spring 2025,Control
23-Jan,Side Vegetarian Fried Rice with,1,Asian,Spring 2025,Control
23-Jan,Create Your Pasta Bowl MEAT,105,Italian,Spring 2025,Control
23-Jan,Create Your Pasta Bowl VEG,27,Italian,Spring 2025,Control
23-Jan,Pizza with Toppings,28,Italian,Spring 2025,Control
23-Jan,Pizza Cheese,18,Italian,Spring 2025,Control
23-Jan,Add Extra Meat,21,Italian,Spring 2025,Control
23-Jan,Side Bread Pasta Station,1,Italian,Spring 2025,Control
23-Jan,Burrito Breakfast,86,Breakfast,Spring 2025,Control
23-Jan,Small French Omelet,41,Breakfast,Spring 2025,Control
23-Jan,Grand Slam Breakfast,12,Breakfast,Spring 2025,Control
23-Jan,Add Bacon,37,Breakfast,Spring 2025,Control
23-Jan,Two Eggs,17,Breakfast,Spring 2025,Control
23-Jan,Pancake Single,4,Breakfast,Spring 2025,Control
23-Jan,2 Slices Toast,1,Breakfast,Spring 2025,Control
23-Jan,Toast,1,Breakfast,Spring 2025,Control
23-Jan,PC Jelly,1,Breakfast,Spring 2025,Control
23-Jan,Burrito Bowl BYO,122,Mexican,Spring 2025,Control
23-Jan,Single Taco,9,Mexican,Spring 2025,Control
23-Jan,Side Guacamole,3,Mexican,Spring 2025,Control
23-Jan,Add Extra Toppings Una Mano,3,Mexican,Spring 2025,Control
23-Jan,Side Salsa,1,Mexican,Spring 2025,Control
23-Jan,Salad by the Pound,51,Salad Bar,Spring 2025,Control
23-Jan,Add Extra Protein $3.99,2,Salad Bar,Spring 2025,Control
23-Jan,Soup 12 oz,36,Soup,Spring 2025,Control
23-Jan,8 oz Soup,31,Soup,Spring 2025,Control
23-Jan,Egg Cheese Bacon Breakfast Sandwich,24,Grab N Go,Spring 2025,Control
23-Jan,Egg Cheese Sausage Breakfast Sandwich,22,Grab N Go,Spring 2025,Control
24-Jan,Quesadilla Deluxe Trillium,129,Grill,Spring 2025,Control
24-Jan,Fried Chicken Tenders,79,Grill,Spring 2025,Control
24-Jan,Grilled Hamburger,63,Grill,Spring 2025,Control
24-Jan,Burrito Una Mano Trillium BYO,53,Grill,Spring 2025,Control
24-Jan,French Fries,102,Grill,Spring 2025,Control
24-Jan,Grilled Chicken Breast Sandwich,13,Grill,Spring 2025,Control
24-Jan,Trillium Grill Impossible Burger,7,Grill,Spring 2025,Control
24-Jan,Quesadilla Cheese,9,Grill,Spring 2025,Control
24-Jan,Sweet Potato Fries,23,Grill,Spring 2025,Control
24-Jan,ADD Beef Patty,15,Grill,Spring 2025,Control
24-Jan,Seared Salmon Burger,5,Grill,Spring 2025,Control
24-Jan,Side Potato Tots,7,Grill,Spring 2025,Control
24-Jan,ADD Chicken Breast,5,Grill,Spring 2025,Control
24-Jan,Black Bean Burger,1,Grill,Spring 2025,Control
24-Jan,ADD Cheese,7,Grill,Spring 2025,Control
24-Jan,Add Sausage 2 Patty,1,Grill,Spring 2025,Control
24-Jan,Add Egg $.99,2,Grill,Spring 2025,Control
24-Jan,1 Entree + 1 Side,122,Asian,Spring 2025,Control
24-Jan,1 Entree + 2 Side,65,Asian,Spring 2025,Control
24-Jan,Bowl Ramen Chicken,67,Asian,Spring 2025,Control
24-Jan,2 Entrees + 2 Sides,14,Asian,Spring 2025,Control
24-Jan,Bowl Ramen Tofu,11,Asian,Spring 2025,Control
24-Jan,Side Vegetarian Lo Mein,9,Asian,Spring 2025,Control
24-Jan,1 Wok Entree,4,Asian,Spring 2025,Control
24-Jan,Side White or Brown Rice,7,Asian,Spring 2025,Control
24-Jan,Side Vegetables,3,Asian,Spring 2025,Control
24-Jan,Side Fried Spring Roll,1,Asian,Spring 2025,Control
24-Jan,Create Your Pasta Bowl MEAT,86,Italian,Spring 2025,Control
24-Jan,Pizza with Toppings,26,Italian,Spring 2025,Control
24-Jan,Create Your Pasta Bowl VEG,15,Italian,Spring 2025,Control
24-Jan,Pizza Cheese,14,Italian,Spring 2025,Control
24-Jan,Add Extra Meat,19,Italian,Spring 2025,Control
24-Jan,Burrito Breakfast,70,Breakfast,Spring 2025,Control
24-Jan,Small French Omelet,50,Breakfast,Spring 2025,Control
24-Jan,Grand Slam Breakfast,10,Breakfast,Spring 2025,Control
24-Jan,Add Bacon,19,Breakfast,Spring 2025,Control
24-Jan,Pancake Single,6,Breakfast,Spring 2025,Control
24-Jan,Trillium Home Fries,2,Breakfast,Spring 2025,Control
24-Jan,Two Eggs,3,Breakfast,Spring 2025,Control
24-Jan,Burrito Bowl BYO,56,Mexican,Spring 2025,Control
24-Jan,Side Guacamole,2,Mexican,Spring 2025,Control
24-Jan,Side Salsa,1,Mexican,Spring 2025,Control
24-Jan,Add Extra Toppings Una Mano,1,Mexican,Spring 2025,Control
24-Jan,Soup 12 oz,38,Soup,Spring 2025,Control
24-Jan,8 oz Soup,30,Soup,Spring 2025,Control
24-Jan,Salad by the Pound,38,Salad Bar,Spring 2025,Control
24-Jan,Add Extra Protein $3.99,3,Salad Bar,Spring 2025,Control
24-Jan,Egg Cheese Sausage Breakfast Sandwich,23,Grab N Go,Spring 2025,Control
24-Jan,Egg Cheese Bacon Breakfast Sandwich,17,Grab N Go,Spring 2025,Control
27-Jan,Quesadilla Deluxe Trillium,176,Grill,Spring 2025,Control
27-Jan,Grilled Hamburger,92,Grill,Spring 2025,Control
27-Jan,Fried Chicken Tenders,90,Grill,Spring 2025,Control
27-Jan,Burrito Una Mano Trillium BYO,71,Grill,Spring 2025,Control
27-Jan,French Fries,113,Grill,Spring 2025,Control
27-Jan,Grilled Chicken Breast Sandwich,22,Grill,Spring 2025,Control
27-Jan,Trillium Grill Impossible Burger,12,Grill,Spring 2025,Control
27-Jan,Sweet Potato Fries,40,Grill,Spring 2025,Control
27-Jan,Seared Salmon Burger,10,Grill,Spring 2025,Control
27-Jan,ADD Beef Patty,16,Grill,Spring 2025,Control
27-Jan,Quesadilla Cheese,7,Grill,Spring 2025,Control
27-Jan,Side Potato Tots,12,Grill,Spring 2025,Control
27-Jan,Black Bean Burger,4,Grill,Spring 2025,Control
27-Jan,ADD Chicken Breast,7,Grill,Spring 2025,Control
27-Jan,Add Sausage 2 Patty,3,Grill,Spring 2025,Control
27-Jan,ADD Cheese,6,Grill,Spring 2025,Control
27-Jan,Add Egg $.99,2,Grill,Spring 2025,Control
27-Jan,1 Entree + 1 Side,197,Asian,Spring 2025,Control
27-Jan,Bowl Ramen Chicken,79,Asian,Spring 2025,Control
27-Jan,1 Entree + 2 Side,67,Asian,Spring 2025,Control
27-Jan,2 Entrees + 2 Sides,34,Asian,Spring 2025,Control
27-Jan,Bowl Ramen Tofu,11,Asian,Spring 2025,Control
27-Jan,Side Vegetarian Lo Mein,11,Asian,Spring 2025,Control
27-Jan,1 Wok Entree,4,Asian,Spring 2025,Control
27-Jan,Side Vegetables,3,Asian,Spring 2025,Control
27-Jan,Side Vegetarian Fried Rice with,3,Asian,Spring 2025,Control
27-Jan,Side White or Brown Rice,5,Asian,Spring 2025,Control
27-Jan,Bowl Ramen Pork,1,Asian,Spring 2025,Control
27-Jan,Create Your Pasta Bowl MEAT,162,Italian,Spring 2025,Control
27-Jan,Create Your Pasta Bowl VEG,21,Italian,Spring 2025,Control
27-Jan,Pizza with Toppings,26,Italian,Spring 2025,Control
27-Jan,Add Extra Meat,34,Italian,Spring 2025,Control
27-Jan,Pizza Cheese,16,Italian,Spring 2025,Control
27-Jan,Side Bread Pasta Station,1,Italian,Spring 2025,Control
27-Jan,Burrito Breakfast,93,Breakfast,Spring 2025,Control
27-Jan,Small French Omelet,52,Breakfast,Spring 2025,Control
27-Jan,Grand Slam Breakfast,8,Breakfast,Spring 2025,Control
27-Jan,Add Bacon,24,Breakfast,Spring 2025,Control
27-Jan,Two Eggs,10,Breakfast,Spring 2025,Control
27-Jan,Trillium Home Fries,4,Breakfast,Spring 2025,Control
27-Jan,Pancake Single,3,Breakfast,Spring 2025,Control
27-Jan,Burrito Bowl BYO,133,Mexican,Spring 2025,Control
27-Jan,Single Taco,6,Mexican,Spring 2025,Control
27-Jan,Side Guacamole,1,Mexican,Spring 2025,Control
27-Jan,Salad by the Pound,72,Salad Bar,Spring 2025,Control
27-Jan,Add Extra Protein $3.99,1,Salad Bar,Spring 2025,Control
27-Jan,8 oz Soup,59,Soup,Spring 2025,Control
27-Jan,Soup 12 oz,33,Soup,Spring 2025,Control
27-Jan,Egg Cheese Bacon Breakfast Sandwich,24,Grab N Go,Spring 2025,Control
27-Jan,Egg Cheese Sausage Breakfast Sandwich,22,Grab N Go,Spring 2025,Control
28-Jan,Quesadilla Deluxe Trillium,207,Grill,Spring 2025,Control
28-Jan,Grilled Hamburger,105,Grill,Spring 2025,Control
28-Jan,Fried Chicken Tenders,101,Grill,Spring 2025,Control
28-Jan,Burrito Una Mano Trillium BYO,67,Grill,Spring 2025,Control
28-Jan,French Fries,153,Grill,Spring 2025,Control
28-Jan,Grilled Chicken Breast Sandwich,19,Grill,Spring 2025,Control
28-Jan,Trillium Grill Impossible Burger,10,Grill,Spring 2025,Control
28-Jan,Sweet Potato Fries,34,Grill,Spring 2025,Control
28-Jan,ADD Beef Patty,27,Grill,Spring 2025,Control
28-Jan,Quesadilla Cheese,9,Grill,Spring 2025,Control
28-Jan,ADD Chicken Breast,17,Grill,Spring 2025,Control
28-Jan,Seared Salmon Burger,7,Grill,Spring 2025,Control
28-Jan,Side Potato Tots,18,Grill,Spring 2025,Control
28-Jan,Black Bean Burger,5,Grill,Spring 2025,Control
28-Jan,ADD Cheese,13,Grill,Spring 2025,Control
28-Jan,Add Sausage 2 Patty,2,Grill,Spring 2025,Control
28-Jan,Add Egg $.99,4,Grill,Spring 2025,Control
28-Jan,1 Entree + 1 Side,225,Asian,Spring 2025,Control
28-Jan,Bowl Ramen Chicken,88,Asian,Spring 2025,Control
28-Jan,1 Entree + 2 Side,72,Asian,Spring 2025,Control
28-Jan,2 Entrees + 2 Sides,30,Asian,Spring 2025,Control
28-Jan,Bowl Ramen Tofu,21,Asian,Spring 2025,Control
28-Jan,Side Vegetarian Lo Mein,11,Asian,Spring 2025,Control
28-Jan,Side White or Brown Rice,14,Asian,Spring 2025,Control
28-Jan,1 Wok Entree,3,Asian,Spring 2025,Control
28-Jan,Side Vegetable Spring Rolls,2,Asian,Spring 2025,Control
28-Jan,Side Fried Spring Roll,1,Asian,Spring 2025,Control
28-Jan,Side Vegetarian Fried Rice with,1,Asian,Spring 2025,Control
28-Jan,Create Your Pasta Bowl MEAT,102,Italian,Spring 2025,Control
28-Jan,Create Your Pasta Bowl VEG,35,Italian,Spring 2025,Control
28-Jan,Pizza with Toppings,31,Italian,Spring 2025,Control
28-Jan,Pizza Cheese,25,Italian,Spring 2025,Control
28-Jan,Add Extra Meat,18,Italian,Spring 2025,Control
28-Jan,Side Bread Pasta Station,3,Italian,Spring 2025,Control
28-Jan,Burrito Breakfast,87,Breakfast,Spring 2025,Control
28-Jan,Small French Omelet,59,Breakfast,Spring 2025,Control
28-Jan,Grand Slam Breakfast,11,Breakfast,Spring 2025,Control
28-Jan,Add Bacon,44,Breakfast,Spring 2025,Control
28-Jan,Two Eggs,14,Breakfast,Spring 2025,Control
28-Jan,Pancake Single,6,Breakfast,Spring 2025,Control
28-Jan,2 Slices Toast,4,Breakfast,Spring 2025,Control
28-Jan,Trillium Home Fries,1,Breakfast,Spring 2025,Control
28-Jan,Burrito Bowl BYO,116,Mexican,Spring 2025,Control
28-Jan,Single Taco,4,Mexican,Spring 2025,Control
28-Jan,Side Guacamole,2,Mexican,Spring 2025,Control
28-Jan,Add Extra Toppings Una Mano,2,Mexican,Spring 2025,Control
28-Jan,8 oz Soup,59,Soup,Spring 2025,Control
28-Jan,Soup 12 oz,47,Soup,Spring 2025,Control
28-Jan,Salad by the Pound,50,Salad Bar,Spring 2025,Control
28-Jan,Add Extra Protein $3.99,2,Salad Bar,Spring 2025,Control
28-Jan,Egg Cheese Bacon Breakfast Sandwich,24,Grab N Go,Spring 2025,Control
28-Jan,Egg Cheese Sausage Breakfast Sandwich,20,Grab N Go,Spring 2025,Control
29-Jan,Quesadilla Deluxe Trillium,190,Grill,Spring 2025,Control
29-Jan,Grilled Hamburger,88,Grill,Spring 2025,Control
29-Jan,Fried Chicken Tenders,103,Grill,Spring 2025,Control
29-Jan,Burrito Una Mano Trillium BYO,72,Grill,Spring 2025,Control
29-Jan,French Fries,126,Grill,Spring 2025,Control
29-Jan,Quesadilla Cheese,14,Grill,Spring 2025,Control
29-Jan,Grilled Chicken Breast Sandwich,12,Grill,Spring 2025,Control
29-Jan,Seared Salmon Burger,11,Grill,Spring 2025,Control
29-Jan,Sweet Potato Fries,31,Grill,Spring 2025,Control
29-Jan,Trillium Grill Impossible Burger,5,Grill,Spring 2025,Control
29-Jan,Side Potato Tots,14,Grill,Spring 2025,Control
29-Jan,ADD Chicken Breast,10,Grill,Spring 2025,Control
29-Jan,Black Bean Burger,4,Grill,Spring 2025,Control
29-Jan,ADD Beef Patty,8,Grill,Spring 2025,Control
29-Jan,Add Impossible Burger Patty,1,Grill,Spring 2025,Control
29-Jan,Add Sausage 2 Patty,3,Grill,Spring 2025,Control
29-Jan,ADD Burger Salmon Grilled,1,Grill,Spring 2025,Control
29-Jan,Add Egg $.99,4,Grill,Spring 2025,Control
29-Jan,ADD Cheese,5,Grill,Spring 2025,Control
29-Jan,1 Entree + 1 Side,206,Asian,Spring 2025,Control
29-Jan,1 Entree + 2 Side,94,Asian,Spring 2025,Control
29-Jan,Bowl Ramen Chicken,85,Asian,Spring 2025,Control
29-Jan,2 Entrees + 2 Sides,31,Asian,Spring 2025,Control
29-Jan,Bowl Ramen Tofu,21,Asian,Spring 2025,Control
29-Jan,Side Vegetarian Lo Mein,9,Asian,Spring 2025,Control
29-Jan,1 Wok Entree,4,Asian,Spring 2025,Control
29-Jan,Side White or Brown Rice,7,Asian,Spring 2025,Control
29-Jan,Side Vegetable Spring Rolls,3,Asian,Spring 2025,Control
29-Jan,Create Your Pasta Bowl MEAT,150,Italian,Spring 2025,Control
29-Jan,Pizza with Toppings,38,Italian,Spring 2025,Control
29-Jan,Create Your Pasta Bowl VEG,22,Italian,Spring 2025,Control
29-Jan,Pizza Cheese,23,Italian,Spring 2025,Control
29-Jan,Add Extra Meat,32,Italian,Spring 2025,Control
29-Jan,Burrito Breakfast,86,Breakfast,Spring 2025,Control
29-Jan,Small French Omelet,74,Breakfast,Spring 2025,Control
29-Jan,Grand Slam Breakfast,16,Breakfast,Spring 2025,Control
29-Jan,Add Bacon,18,Breakfast,Spring 2025,Control
29-Jan,Two Eggs,12,Breakfast,Spring 2025,Control
29-Jan,Pancake Single,5,Breakfast,Spring 2025,Control
29-Jan,Trillium Home Fries,3,Breakfast,Spring 2025,Control
29-Jan,2 Slices Toast,1,Breakfast,Spring 2025,Control
29-Jan,PC Peanut Butter,1,Breakfast,Spring 2025,Control
29-Jan,Burrito Bowl BYO,120,Mexican,Spring 2025,Control
29-Jan,Single Taco,18,Mexican,Spring 2025,Control
29-Jan,Add Extra Toppings Una Mano,1,Mexican,Spring 2025,Control
29-Jan,8 oz Soup,80,Soup,Spring 2025,Control
29-Jan,Soup 12 oz,34,Soup,Spring 2025,Control
29-Jan,Salad by the Pound,52,Salad Bar,Spring 2025,Control
29-Jan,Egg Cheese Bacon Breakfast Sandwich,24,Grab N Go,Spring 2025,Control
29-Jan,Egg Cheese Sausage Breakfast Sandwich,22,Grab N Go,Spring 2025,Control
30-Jan,Quesadilla Deluxe Trillium,187,Grill,Spring 2025,Control
30-Jan,Grilled Hamburger,109,Grill,Spring 2025,Control
30-Jan,Burrito Una Mano Trillium BYO,83,Grill,Spring 2025,Control
30-Jan,Fried Chicken Tenders,99,Grill,Spring 2025,Control
30-Jan,French Fries,144,Grill,Spring 2025,Control
30-Jan,Sweet Potato Fries,47,Grill,Spring 2025,Control
30-Jan,Quesadilla Cheese,16,Grill,Spring 2025,Control
30-Jan,Grilled Chicken Breast Sandwich,14,Grill,Spring 2025,Control
30-Jan,Trillium Grill Impossible Burger,8,Grill,Spring 2025,Control
30-Jan,Seared Salmon Burger,8,Grill,Spring 2025,Control
30-Jan,ADD Beef Patty,17,Grill,Spring 2025,Control
30-Jan,Side Potato Tots,12,Grill,Spring 2025,Control
30-Jan,Black Bean Burger,3,Grill,Spring 2025,Control
30-Jan,ADD Burger Salmon Grilled,2,Grill,Spring 2025,Control
30-Jan,ADD Chicken Breast,2,Grill,Spring 2025,Control
30-Jan,Add Egg $.99,6,Grill,Spring 2025,Control
30-Jan,ADD Cheese,9,Grill,Spring 2025,Control
30-Jan,Add Sausage 2 Patty,1,Grill,Spring 2025,Control
30-Jan,1 Entree + 1 Side,209,Asian,Spring 2025,Control
30-Jan,1 Entree + 2 Side,93,Asian,Spring 2025,Control
30-Jan,Bowl Ramen Chicken,83,Asian,Spring 2025,Control
30-Jan,2 Entrees + 2 Sides,24,Asian,Spring 2025,Control
30-Jan,Bowl Ramen Tofu,26,Asian,Spring 2025,Control
30-Jan,Side Vegetarian Lo Mein,4,Asian,Spring 2025,Control
30-Jan,Side White or Brown Rice,7,Asian,Spring 2025,Control
30-Jan,1 Wok Entree,2,Asian,Spring 2025,Control
30-Jan,Side Fried Spring Roll,1,Asian,Spring 2025,Control
30-Jan,Side Vegetables,1,Asian,Spring 2025,Control
30-Jan,Side Vegetarian Fried Rice with,1,Asian,Spring 2025,Control
30-Jan,Create Your Pasta Bowl MEAT,118,Italian,Spring 2025,Control
30-Jan,Create Your Pasta Bowl VEG,33,Italian,Spring 2025,Control
30-Jan,Pizza with Toppings,45,Italian,Spring 2025,Control
30-Jan,Pizza Cheese,27,Italian,Spring 2025,Control
30-Jan,Add Extra Meat,31,Italian,Spring 2025,Control
30-Jan,Burrito Breakfast,94,Breakfast,Spring 2025,Control
30-Jan,Small French Omelet,59,Breakfast,Spring 2025,Control
30-Jan,Grand Slam Breakfast,9,Breakfast,Spring 2025,Control
30-Jan,Add Bacon,29,Breakfast,Spring 2025,Control
30-Jan,Two Eggs,11,Breakfast,Spring 2025,Control
30-Jan,Pancake Single,3,Breakfast,Spring 2025,Control
30-Jan,2 Slices Toast,2,Breakfast,Spring 2025,Control
30-Jan,PC Jelly,1,Breakfast,Spring 2025,Control
30-Jan,Burrito Bowl BYO,102,Mexican,Spring 2025,Control
30-Jan,Single Taco,6,Mexican,Spring 2025,Control
30-Jan,Side Guacamole,4,Mexican,Spring 2025,Control
30-Jan,Add Extra Toppings Una Mano,1,Mexican,Spring 2025,Control
30-Jan,Salad by the Pound,64,Salad Bar,Spring 2025,Control
30-Jan,Add Extra Protein $3.99,4,Salad Bar,Spring 2025,Control
30-Jan,8 oz Soup,39,Soup,Spring 2025,Control
30-Jan,Soup 12 oz,26,Soup,Spring 2025,Control
30-Jan,Egg Cheese Sausage Breakfast Sandwich,23,Grab N Go,Spring 2025,Control
30-Jan,Egg Cheese Bacon Breakfast Sandwich,20,Grab N Go,Spring 2025,Control
31-Jan,Quesadilla Deluxe Trillium,129,Grill,Spring 2025,Control
31-Jan,Grilled Hamburger,64,Grill,Spring 2025,Control
31-Jan,Burrito Una Mano Trillium BYO,60,Grill,Spring 2025,Control
31-Jan,Fried Chicken Tenders,60,Grill,Spring 2025,Control
31-Jan,French Fries,111,Grill,Spring 2025,Control
31-Jan,Grilled Chicken Breast Sandwich,9,Grill,Spring 2025,Control
31-Jan,ADD Beef Patty,21,Grill,Spring 2025,Control
31-Jan,Quesadilla Cheese,9,Grill,Spring 2025,Control
31-Jan,Trillium Grill Impossible Burger,6,Grill,Spring 2025,Control
31-Jan,Seared Salmon Burger,5,Grill,Spring 2025,Control
31-Jan,Side Potato Tots,13,Grill,Spring 2025,Control
31-Jan,ADD Chicken Breast,4,Grill,Spring 2025,Control
31-Jan,ADD Cheese,17,Grill,Spring 2025,Control
31-Jan,Black Bean Burger,1,Grill,Spring 2025,Control
31-Jan,Add Egg $.99,5,Grill,Spring 2025,Control
31-Jan,Add Sausage 2 Patty,2,Grill,Spring 2025,Control
31-Jan,1 Entree + 1 Side,136,Asian,Spring 2025,Control
31-Jan,Bowl Ramen Chicken,71,Asian,Spring 2025,Control
31-Jan,1 Entree + 2 Side,62,Asian,Spring 2025,Control
31-Jan,2 Entrees + 2 Sides,22,Asian,Spring 2025,Control
31-Jan,Bowl Ramen Tofu,13,Asian,Spring 2025,Control
31-Jan,Side White or Brown Rice,9,Asian,Spring 2025,Control
31-Jan,Side Vegetarian Lo Mein,3,Asian,Spring 2025,Control
31-Jan,Bowl Ramen Pork,1,Asian,Spring 2025,Control
31-Jan,Side Vegetable Spring Rolls,1,Asian,Spring 2025,Control
31-Jan,Side Vegetarian Fried Rice with,1,Asian,Spring 2025,Control
31-Jan,Create Your Pasta Bowl MEAT,90,Italian,Spring 2025,Control
31-Jan,Pizza with Toppings,35,Italian,Spring 2025,Control
31-Jan,Pizza Cheese,18,Italian,Spring 2025,Control
31-Jan,Create Your Pasta Bowl VEG,8,Italian,Spring 2025,Control
31-Jan,Add Extra Meat,22,Italian,Spring 2025,Control
31-Jan,Side Bread Pasta Station,1,Italian,Spring 2025,Control
31-Jan,Burrito Breakfast,74,Breakfast,Spring 2025,Control
31-Jan,Small French Omelet,46,Breakfast,Spring 2025,Control
31-Jan,Grand Slam Breakfast,8,Breakfast,Spring 2025,Control
31-Jan,Add Bacon,19,Breakfast,Spring 2025,Control
31-Jan,Two Eggs,9,Breakfast,Spring 2025,Control
31-Jan,Pancake Single,4,Breakfast,Spring 2025,Control
31-Jan,Trillium Home Fries,3,Breakfast,Spring 2025,Control
31-Jan,2 Slices Toast,1,Breakfast,Spring 2025,Control
31-Jan,Burrito Bowl BYO,68,Mexican,Spring 2025,Control
31-Jan,Single Taco,3,Mexican,Spring 2025,Control
31-Jan,Side Guacamole,4,Mexican,Spring 2025,Control
31-Jan,Add Extra Toppings Una Mano,2,Mexican,Spring 2025,Control
31-Jan,8 oz Soup,37,Soup,Spring 2025,Control
31-Jan,Soup 12 oz,28,Soup,Spring 2025,Control
31-Jan,Salad by the Pound,38,Salad Bar,Spring 2025,Control
31-Jan,Add Extra Protein $3.99,1,Salad Bar,Spring 2025,Control
31-Jan,Egg Cheese Bacon Breakfast Sandwich,25,Grab N Go,Spring 2025,Control
31-Jan,Egg Cheese Sausage Breakfast Sandwich,17,Grab N Go,Spring 2025,Control
3-Feb,Quesadilla Deluxe Trillium,192,Grill,Spring 2025,Multimodal
3-Feb,Grilled Hamburger,90,Grill,Spring 2025,Multimodal
3-Feb,Burrito Una Mano Trillium BYO,73,Grill,Spring 2025,Multimodal
3-Feb,Fried Chicken Tenders,73,Grill,Spring 2025,Multimodal
3-Feb,French Fries,128,Grill,Spring 2025,Multimodal
3-Feb,Grilled Chicken Breast Sandwich,15,Grill,Spring 2025,Multimodal
3-Feb,Trillium Grill Impossible Burger,12,Grill,Spring 2025,Multimodal
3-Feb,Quesadilla Cheese,15,Grill,Spring 2025,Multimodal
3-Feb,Seared Salmon Burger,8,Grill,Spring 2025,Multimodal
3-Feb,Sweet Potato Fries,20,Grill,Spring 2025,Multimodal
3-Feb,ADD Beef Patty,13,Grill,Spring 2025,Multimodal
3-Feb,Side Potato Tots,15,Grill,Spring 2025,Multimodal
3-Feb,ADD Chicken Breast,6,Grill,Spring 2025,Multimodal
3-Feb,Add Sausage 2 Patty,5,Grill,Spring 2025,Multimodal
3-Feb,ADD Cheese,12,Grill,Spring 2025,Multimodal
3-Feb,Add Egg $.99,3,Grill,Spring 2025,Multimodal
3-Feb,1 Entree + 1 Side,181,Asian,Spring 2025,Multimodal
3-Feb,1 Entree + 2 Side,103,Asian,Spring 2025,Multimodal
3-Feb,Bowl Ramen Chicken,81,Asian,Spring 2025,Multimodal
3-Feb,2 Entrees + 2 Sides,29,Asian,Spring 2025,Multimodal
3-Feb,Bowl Ramen Tofu,12,Asian,Spring 2025,Multimodal
3-Feb,1 Wok Entree,8,Asian,Spring 2025,Multimodal
3-Feb,Side Vegetarian Lo Mein,8,Asian,Spring 2025,Multimodal
3-Feb,Side White or Brown Rice,10,Asian,Spring 2025,Multimodal
3-Feb,Side Vegetable Spring Rolls,3,Asian,Spring 2025,Multimodal
3-Feb,Side Vegetables,1,Asian,Spring 2025,Multimodal
3-Feb,Side Vegetarian Fried Rice with,1,Asian,Spring 2025,Multimodal
3-Feb,Create Your Pasta Bowl MEAT,140,Italian,Spring 2025,Multimodal
3-Feb,Pizza with Toppings,39,Italian,Spring 2025,Multimodal
3-Feb,Create Your Pasta Bowl VEG,18,Italian,Spring 2025,Multimodal
3-Feb,Add Extra Meat,36,Italian,Spring 2025,Multimodal
3-Feb,Pizza Cheese,16,Italian,Spring 2025,Multimodal
3-Feb,Side Bread Pasta Station,1,Italian,Spring 2025,Multimodal
3-Feb,Burrito Breakfast,85,Breakfast,Spring 2025,Multimodal
3-Feb,Small French Omelet,66,Breakfast,Spring 2025,Multimodal
3-Feb,Grand Slam Breakfast,7,Breakfast,Spring 2025,Multimodal
3-Feb,Add Bacon,30,Breakfast,Spring 2025,Multimodal
3-Feb,Two Eggs,27,Breakfast,Spring 2025,Multimodal
3-Feb,Trillium Home Fries,5,Breakfast,Spring 2025,Multimodal
3-Feb,Pancake Single,1,Breakfast,Spring 2025,Multimodal
3-Feb,2 Slices Toast,2,Breakfast,Spring 2025,Multimodal
3-Feb,PC Peanut Butter,2,Breakfast,Spring 2025,Multimodal
3-Feb,Toast,1,Breakfast,Spring 2025,Multimodal
3-Feb,Burrito Bowl BYO,110,Mexican,Spring 2025,Multimodal
3-Feb,Single Taco,4,Mexican,Spring 2025,Multimodal
3-Feb,Side Guacamole,1,Mexican,Spring 2025,Multimodal
3-Feb,Salad by the Pound,64,Salad Bar,Spring 2025,Multimodal
3-Feb,Add Extra Protein $3.99,3,Salad Bar,Spring 2025,Multimodal
3-Feb,8 oz Soup,56,Soup,Spring 2025,Multimodal
3-Feb,Soup 12 oz,38,Soup,Spring 2025,Multimodal
3-Feb,Egg Cheese Bacon Breakfast Sandwich,24,Grab N Go,Spring 2025,Multimodal
3-Feb,Egg Cheese Sausage Breakfast Sandwich,19,Grab N Go,Spring 2025,Multimodal
4-Feb,Quesadilla Deluxe Trillium,196,Grill,Spring 2025,Multimodal
4-Feb,Grilled Hamburger,108,Grill,Spring 2025,Multimodal
4-Feb,Fried Chicken Tenders,107,Grill,Spring 2025,Multimodal
4-Feb,Burrito Una Mano Trillium BYO,75,Grill,Spring 2025,Multimodal
4-Feb,French Fries,130,Grill,Spring 2025,Multimodal
4-Feb,Grilled Chicken Breast Sandwich,19,Grill,Spring 2025,Multimodal
4-Feb,Sweet Potato Fries,45,Grill,Spring 2025,Multimodal
