date,item,count,sales_cat,semester,menu_condition
22-Nov,1 Entree + 1 Side,90,Asian,Fall 2024,Default
22-Nov,1 Entree + 2 Side,45,Asian,Fall 2024,Default
22-Nov,Bowl Ramen Chicken,49,Asian,Fall 2024,Default
22-Nov,2 Entrees + 2 Sides,10,Asian,Fall 2024,Default
22-Nov,Bowl Ramen Tofu,8,Asian,Fall 2024,Default
22-Nov,Side Vegetarian Lo Mein,11,Asian,Fall 2024,Default
22-Nov,Side White or Brown Rice,10,Asian,Fall 2024,Default
22-Nov,1 Wok Entree,2,Asian,Fall 2024,Default
22-Nov,Side Vegetable Spring Rolls,3,Asian,Fall 2024,Default
22-Nov,Side Vegetables,2,Asian,Fall 2024,Default
22-Nov,Side Vegetarian Fried Rice with,1,Asian,Fall 2024,Default
22-Nov,Burrito Breakfast,66,Breakfast,Fall 2024,Default
22-Nov,Small French Omelet,27,Breakfast,Fall 2024,Default
22-Nov,Egg Cheese Bacon Breakfast Sandw,25,Breakfast,Fall 2024,Default
22-Nov,Grand Slam Breakfast,13,Breakfast,Fall 2024,Default
22-Nov,Egg Cheese Sausage Breakfast San,22,Breakfast,Fall 2024,Default
22-Nov,Two Eggs,15,Breakfast,Fall 2024,Default
22-Nov,Add Bacon,14,Breakfast,Fall 2024,Default
22-Nov,Pancake Single,5,Breakfast,Fall 2024,Default
22-Nov,2 Slices Toast,5,Breakfast,Fall 2024,Default
22-Nov,Trillium Home Fries,1,Breakfast,Fall 2024,Default
22-Nov,PC Jelly,2,Breakfast,Fall 2024,Default
22-Nov,PC Peanut Butter,1,Breakfast,Fall 2024,Default
22-Nov,Create Your Pasta Bowl MEAT,70,Italian,Fall 2024,Default
22-Nov,Pizza with Toppings,21,Italian,Fall 2024,Default
22-Nov,Pizza Cheese,18,Italian,Fall 2024,Default
22-Nov,Create Your Pasta Bowl VEG,9,Italian,Fall 2024,Default
22-Nov,Add Extra Meat,11,Italian,Fall 2024,Default
22-Nov,Burrito Bowl BYO,51,Mexican,Fall 2024,Default
22-Nov,Single Taco,6,Mexican,Fall 2024,Default
22-Nov,Soup 12 oz,41,Soup,Fall 2024,Default
22-Nov,8 oz Soup,32,Soup,Fall 2024,Default
22-Nov,Salad by the Pound,30,Salad Bar,Fall 2024,Default
22-Nov,Side Potato Tots,19,Grab N Go,Fall 2024,Default
25-Nov,Quesadilla Deluxe Trillium,120,Grill,Fall 2024,Multimodal
25-Nov,Grilled Hamburger,67,Grill,Fall 2024,Multimodal
25-Nov,Burrito Una Mano Trillium BYO,45,Grill,Fall 2024,Multimodal
25-Nov,Fried Chicken Tenders,45,Grill,Fall 2024,Multimodal
25-Nov,French Fries,77,Grill,Fall 2024,Multimodal
25-Nov,Grilled Chicken Breast Sandwich,14,Grill,Fall 2024,Multimodal
25-Nov,Quesadilla Cheese,12,Grill,Fall 2024,Multimodal
25-Nov,Seared Salmon Burger,9,Grill,Fall 2024,Multimodal
25-Nov,Sweet Potato Fries,22,Grill,Fall 2024,Multimodal
25-Nov,Trillium Grill Impossible Burger,6,Grill,Fall 2024,Multimodal
25-Nov,ADD Beef Patty $2.99,9,Grill,Fall 2024,Multimodal
25-Nov,ADD Chicken Breast,7,Grill,Fall 2024,Multimodal
25-Nov,Black Bean Burger,2,Grill,Fall 2024,Multimodal
25-Nov,ADD Burger Salmon Grilled,2,Grill,Fall 2024,Multimodal
25-Nov,Add Sausage 2 Patty,2,Grill,Fall 2024,Multimodal
25-Nov,ADD Cheese,5,Grill,Fall 2024,Multimodal
25-Nov,Add Egg $.99,3,Grill,Fall 2024,Multimodal
25-Nov,Add Impossible Burger Patty,0,Grill,Fall 2024,Multimodal
25-Nov,1 Entree + 1 Side,104,Asian,Fall 2024,Multimodal
25-Nov,Bowl Ramen Chicken,56,Asian,Fall 2024,Multimodal
25-Nov,1 Entree + 2 Side,47,Asian,Fall 2024,Multimodal
25-Nov,2 Entrees + 2 Sides,10,Asian,Fall 2024,Multimodal
25-Nov,Bowl Ramen Tofu,10,Asian,Fall 2024,Multimodal
25-Nov,Side Vegetarian Lo Mein,8,Asian,Fall 2024,Multimodal
25-Nov,Side White or Brown Rice,6,Asian,Fall 2024,Multimodal
25-Nov,Side Vegetables,3,Asian,Fall 2024,Multimodal
25-Nov,1 Wok Entree,1,Asian,Fall 2024,Multimodal
25-Nov,Side Vegetarian Fried Rice with,1,Asian,Fall 2024,Multimodal
25-Nov,Create Your Pasta Bowl MEAT,55,Italian,Fall 2024,Multimodal
25-Nov,Create Your Pasta Bowl VEG,20,Italian,Fall 2024,Multimodal
25-Nov,Pizza with Toppings,23,Italian,Fall 2024,Multimodal
25-Nov,Pizza Cheese,11,Italian,Fall 2024,Multimodal
25-Nov,Add Extra Meat,10,Italian,Fall 2024,Multimodal
25-Nov,Burrito Breakfast,31,Breakfast,Fall 2024,Multimodal
25-Nov,Small French Omelet,27,Breakfast,Fall 2024,Multimodal
25-Nov,Egg Cheese Sausage Breakfast San,17,Breakfast,Fall 2024,Multimodal
25-Nov,Grand Slam Breakfast,9,Breakfast,Fall 2024,Multimodal
25-Nov,Egg Cheese Bacon Breakfast Sandw,10,Breakfast,Fall 2024,Multimodal
25-Nov,Add Bacon,17,Breakfast,Fall 2024,Multimodal
25-Nov,Two Eggs,4,Breakfast,Fall 2024,Multimodal
25-Nov,Pancake Single,3,Breakfast,Fall 2024,Multimodal
25-Nov,Trillium Home Fries,1,Breakfast,Fall 2024,Multimodal
25-Nov,2 Slices Toast,3,Breakfast,Fall 2024,Multimodal
25-Nov,Burrito Bowl BYO,43,Mexican,Fall 2024,Multimodal
25-Nov,Single Taco,6,Mexican,Fall 2024,Multimodal
25-Nov,Add Extra Toppings Una Mano,1,Mexican,Fall 2024,Multimodal
25-Nov,Salad by the Pound,46,Salad Bar,Fall 2024,Multimodal
25-Nov,Soup 12 oz,24,Soup,Fall 2024,Multimodal
25-Nov,8 oz Soup,14,Soup,Fall 2024,Multimodal
25-Nov,Side Potato Tots,4,Grab N Go,Fall 2024,Multimodal
26-Nov,Quesadilla Deluxe Trillium,121,Grill,Fall 2024,Multimodal
26-Nov,Grilled Hamburger,52,Grill,Fall 2024,Multimodal
26-Nov,Fried Chicken Tenders,42,Grill,Fall 2024,Multimodal
26-Nov,Burrito Una Mano Trillium BYO,31,Grill,Fall 2024,Multimodal
26-Nov,French Fries,71,Grill,Fall 2024,Multimodal
26-Nov,Seared Salmon Burger,12,Grill,Fall 2024,Multimodal
26-Nov,Quesadilla Cheese,8,Grill,Fall 2024,Multimodal
26-Nov,Sweet Potato Fries,20,Grill,Fall 2024,Multimodal
26-Nov,Trillium Grill Impossible Burger,4,Grill,Fall 2024,Multimodal
26-Nov,Grilled Chicken Breast Sandwich,4,Grill,Fall 2024,Multimodal
26-Nov,Black Bean Burger,3,Grill,Fall 2024,Multimodal
26-Nov,ADD Chicken Breast,2,Grill,Fall 2024,Multimodal
26-Nov,ADD Beef Patty $2.99,2,Grill,Fall 2024,Multimodal
26-Nov,ADD Cheese,5,Grill,Fall 2024,Multimodal
26-Nov,1 Entree + 1 Side,77,Asian,Fall 2024,Multimodal
26-Nov,1 Entree + 2 Side,46,Asian,Fall 2024,Multimodal
26-Nov,Bowl Ramen Chicken,45,Asian,Fall 2024,Multimodal
26-Nov,2 Entrees + 2 Sides,17,Asian,Fall 2024,Multimodal
26-Nov,Bowl Ramen Tofu,6,Asian,Fall 2024,Multimodal
26-Nov,Side Vegetarian Lo Mein,3,Asian,Fall 2024,Multimodal
26-Nov,1 Wok Entree,1,Asian,Fall 2024,Multimodal
26-Nov,Side White or Brown Rice,3,Asian,Fall 2024,Multimodal
26-Nov,Side Vegetables,1,Asian,Fall 2024,Multimodal
26-Nov,Burrito Breakfast,41,Breakfast,Fall 2024,Multimodal
26-Nov,Small French Omelet,15,Breakfast,Fall 2024,Multimodal
26-Nov,Grand Slam Breakfast,7,Breakfast,Fall 2024,Multimodal
26-Nov,Add Bacon,12,Breakfast,Fall 2024,Multimodal
26-Nov,Egg Cheese Sausage Breakfast San,4,Breakfast,Fall 2024,Multimodal
26-Nov,Two Eggs,5,Breakfast,Fall 2024,Multimodal
26-Nov,Pancake Single,1,Breakfast,Fall 2024,Multimodal
26-Nov,2 Slices Toast,1,Breakfast,Fall 2024,Multimodal
26-Nov,Toast,1,Breakfast,Fall 2024,Multimodal
26-Nov,Create Your Pasta Bowl MEAT,29,Italian,Fall 2024,Multimodal
26-Nov,Pizza with Toppings,14,Italian,Fall 2024,Multimodal
26-Nov,Create Your Pasta Bowl VEG,6,Italian,Fall 2024,Multimodal
26-Nov,Pizza Cheese,6,Italian,Fall 2024,Multimodal
26-Nov,Add Extra Meat,2,Italian,Fall 2024,Multimodal
26-Nov,Burrito Bowl BYO,42,Mexican,Fall 2024,Multimodal
26-Nov,Single Taco,3,Mexican,Fall 2024,Multimodal
26-Nov,Add Extra Toppings Una Mano,2,Mexican,Fall 2024,Multimodal
26-Nov,Salad by the Pound,31,Salad Bar,Fall 2024,Multimodal
26-Nov,Add Extra Protein $2.99,2,Salad Bar,Fall 2024,Multimodal
26-Nov,Soup 12 oz,25,Soup,Fall 2024,Multimodal
26-Nov,8 oz Soup,24,Soup,Fall 2024,Multimodal
26-Nov,Side Potato Tots,12,Grab N Go,Fall 2024,Multimodal
2-Dec,Quesadilla Deluxe Trillium,144,Grill,Fall 2024,Multimodal
2-Dec,Grilled Hamburger,97,Grill,Fall 2024,Multimodal
2-Dec,Burrito Una Mano Trillium BYO,48,Grill,Fall 2024,Multimodal
2-Dec,Fried Chicken Tenders,60,Grill,Fall 2024,Multimodal
2-Dec,French Fries,101,Grill,Fall 2024,Multimodal
2-Dec,Quesadilla Cheese,16,Grill,Fall 2024,Multimodal
2-Dec,Seared Salmon Burger,9,Grill,Fall 2024,Multimodal
2-Dec,Sweet Potato Fries,23,Grill,Fall 2024,Multimodal
2-Dec,ADD Beef Patty $2.99,19,Grill,Fall 2024,Multimodal
2-Dec,Black Bean Burger,6,Grill,Fall 2024,Multimodal
2-Dec,Grilled Chicken Breast Sandwich,6,Grill,Fall 2024,Multimodal
2-Dec,ADD Chicken Breast,8,Grill,Fall 2024,Multimodal
2-Dec,ADD Cheese,10,Grill,Fall 2024,Multimodal
2-Dec,Add Sausage 2 Patty,2,Grill,Fall 2024,Multimodal
2-Dec,1 Entree + 1 Side,169,Asian,Fall 2024,Multimodal
2-Dec,Bowl Ramen Chicken,89,Asian,Fall 2024,Multimodal
2-Dec,1 Entree + 2 Side,69,Asian,Fall 2024,Multimodal
2-Dec,2 Entrees + 2 Sides,16,Asian,Fall 2024,Multimodal
2-Dec,Bowl Ramen Tofu,19,Asian,Fall 2024,Multimodal
2-Dec,1 Wok Entree,9,Asian,Fall 2024,Multimodal
2-Dec,Bowl Ramen Pork,5,Asian,Fall 2024,Multimodal
2-Dec,Side Vegetarian Lo Mein,9,Asian,Fall 2024,Multimodal
2-Dec,Side White or Brown Rice,9,Asian,Fall 2024,Multimodal
2-Dec,Side Vegetables,1,Asian,Fall 2024,Multimodal
2-Dec,Create Your Pasta Bowl MEAT,128,Italian,Fall 2024,Multimodal
2-Dec,Create Your Pasta Bowl VEG,24,Italian,Fall 2024,Multimodal
2-Dec,Pizza Cheese,32,Italian,Fall 2024,Multimodal
2-Dec,Pizza with Toppings,22,Italian,Fall 2024,Multimodal
2-Dec,Add Extra Meat,21,Italian,Fall 2024,Multimodal
2-Dec,Side Bread Pasta Station,1,Italian,Fall 2024,Multimodal
2-Dec,Burrito Breakfast,79,Breakfast,Fall 2024,Multimodal
2-Dec,Small French Omelet,44,Breakfast,Fall 2024,Multimodal
2-Dec,Grand Slam Breakfast,10,Breakfast,Fall 2024,Multimodal
2-Dec,Egg Cheese Sausage Breakfast San,13,Breakfast,Fall 2024,Multimodal
2-Dec,Egg Cheese Bacon Breakfast Sandw,11,Breakfast,Fall 2024,Multimodal
2-Dec,Add Bacon,15,Breakfast,Fall 2024,Multimodal
2-Dec,Two Eggs,13,Breakfast,Fall 2024,Multimodal
2-Dec,Trillium Home Fries,3,Breakfast,Fall 2024,Multimodal
2-Dec,Pancake Single,3,Breakfast,Fall 2024,Multimodal
2-Dec,2 Slices Toast,3,Breakfast,Fall 2024,Multimodal
2-Dec,PC Peanut Butter,1,Breakfast,Fall 2024,Multimodal
2-Dec,Burrito Bowl BYO,87,Mexican,Fall 2024,Multimodal
2-Dec,Single Taco,4,Mexican,Fall 2024,Multimodal
2-Dec,Side Guacamole,1,Mexican,Fall 2024,Multimodal
2-Dec,Soup 12 oz,56,Soup,Fall 2024,Multimodal
2-Dec,8 oz Soup,40,Soup,Fall 2024,Multimodal
2-Dec,Salad by the Pound,51,Salad Bar,Fall 2024,Multimodal
2-Dec,Add Extra Protein $2.99,1,Salad Bar,Fall 2024,Multimodal
2-Dec,Side Potato Tots,13,Grab N Go,Fall 2024,Multimodal
3-Dec,Quesadilla Deluxe Trillium,184,Grill,Fall 2024,Multimodal
3-Dec,Grilled Hamburger,97,Grill,Fall 2024,Multimodal
3-Dec,Fried Chicken Tenders,97,Grill,Fall 2024,Multimodal
3-Dec,Burrito Una Mano Trillium BYO,64,Grill,Fall 2024,Multimodal
3-Dec,French Fries,134,Grill,Fall 2024,Multimodal
3-Dec,Quesadilla Cheese,17,Grill,Fall 2024,Multimodal
3-Dec,Grilled Chicken Breast Sandwich,14,Grill,Fall 2024,Multimodal
3-Dec,Trillium Grill Impossible Burger,9,Grill,Fall 2024,Multimodal
3-Dec,Sweet Potato Fries,26,Grill,Fall 2024,Multimodal
3-Dec,Seared Salmon Burger,7,Grill,Fall 2024,Multimodal
3-Dec,ADD Beef Patty $2.99,15,Grill,Fall 2024,Multimodal
3-Dec,Black Bean Burger,4,Grill,Fall 2024,Multimodal
3-Dec,ADD Chicken Breast,9,Grill,Fall 2024,Multimodal
3-Dec,ADD Burger Salmon Grilled,2,Grill,Fall 2024,Multimodal
3-Dec,ADD Cheese,13,Grill,Fall 2024,Multimodal
3-Dec,Add Egg $.99,4,Grill,Fall 2024,Multimodal
3-Dec,1 Entree + 1 Side,199,Asian,Fall 2024,Multimodal
3-Dec,1 Entree + 2 Side,81,Asian,Fall 2024,Multimodal
3-Dec,Bowl Ramen Chicken,76,Asian,Fall 2024,Multimodal
3-Dec,2 Entrees + 2 Sides,22,Asian,Fall 2024,Multimodal
3-Dec,Bowl Ramen Tofu,21,Asian,Fall 2024,Multimodal
3-Dec,Side Vegetarian Lo Mein,8,Asian,Fall 2024,Multimodal
3-Dec,Side Vegetable Spring Rolls,4,Asian,Fall 2024,Multimodal
3-Dec,Side White or Brown Rice,6,Asian,Fall 2024,Multimodal
3-Dec,Side Vegetarian Fried Rice with,3,Asian,Fall 2024,Multimodal
3-Dec,Side Fried Spring Roll,1,Asian,Fall 2024,Multimodal
3-Dec,Side Vegetables,1,Asian,Fall 2024,Multimodal
3-Dec,Add Extra Toppings,1,Asian,Fall 2024,Multimodal
3-Dec,Create Your Pasta Bowl MEAT,116,Italian,Fall 2024,Multimodal
3-Dec,Create Your Pasta Bowl VEG,28,Italian,Fall 2024,Multimodal
3-Dec,Pizza with Toppings,39,Italian,Fall 2024,Multimodal
3-Dec,Pizza Cheese,20,Italian,Fall 2024,Multimodal
3-Dec,Add Extra Meat,21,Italian,Fall 2024,Multimodal
3-Dec,Burrito Breakfast,72,Breakfast,Fall 2024,Multimodal
3-Dec,Small French Omelet,57,Breakfast,Fall 2024,Multimodal
3-Dec,Egg Cheese Sausage Breakfast San,36,Breakfast,Fall 2024,Multimodal
3-Dec,Egg Cheese Bacon Breakfast Sandw,33,Breakfast,Fall 2024,Multimodal
3-Dec,Grand Slam Breakfast,13,Breakfast,Fall 2024,Multimodal
3-Dec,Add Bacon,22,Breakfast,Fall 2024,Multimodal
3-Dec,Two Eggs,11,Breakfast,Fall 2024,Multimodal
3-Dec,Trillium Home Fries,2,Breakfast,Fall 2024,Multimodal
3-Dec,Pancake Single,2,Breakfast,Fall 2024,Multimodal
3-Dec,2 Slices Toast,2,Breakfast,Fall 2024,Multimodal
3-Dec,Toast,1,Breakfast,Fall 2024,Multimodal
3-Dec,PC Jelly,1,Breakfast,Fall 2024,Multimodal
3-Dec,Burrito Bowl BYO,115,Mexican,Fall 2024,Multimodal
3-Dec,Single Taco,4,Mexican,Fall 2024,Multimodal
3-Dec,Side Guacamole,6,Mexican,Fall 2024,Multimodal
3-Dec,Add Extra Toppings Una Mano,3,Mexican,Fall 2024,Multimodal
3-Dec,Side Salsa,1,Mexican,Fall 2024,Multimodal
3-Dec,Soup 12 oz,53,Soup,Fall 2024,Multimodal
3-Dec,8 oz Soup,51,Soup,Fall 2024,Multimodal
3-Dec,Salad by the Pound,55,Salad Bar,Fall 2024,Multimodal
3-Dec,Add Extra Protein $2.99,1,Salad Bar,Fall 2024,Multimodal
3-Dec,Side Potato Tots,17,Grab N Go,Fall 2024,Multimodal
4-Dec,Quesadilla Deluxe Trillium,168,Grill,Fall 2024,Multimodal
4-Dec,Grilled Hamburger,117,Grill,Fall 2024,Multimodal
4-Dec,Fried Chicken Tenders,83,Grill,Fall 2024,Multimodal
4-Dec,Burrito Una Mano Trillium BYO,60,Grill,Fall 2024,Multimodal
4-Dec,French Fries,126,Grill,Fall 2024,Multimodal
4-Dec,Grilled Chicken Breast Sandwich,16,Grill,Fall 2024,Multimodal
4-Dec,Quesadilla Cheese,17,Grill,Fall 2024,Multimodal
4-Dec,Sweet Potato Fries,28,Grill,Fall 2024,Multimodal
4-Dec,Trillium Grill Impossible Burger,7,Grill,Fall 2024,Multimodal
4-Dec,Seared Salmon Burger,5,Grill,Fall 2024,Multimodal
4-Dec,ADD Chicken Breast,10,Grill,Fall 2024,Multimodal
4-Dec,ADD Beef Patty $2.99,7,Grill,Fall 2024,Multimodal
4-Dec,Add Sausage 2 Patty,4,Grill,Fall 2024,Multimodal
4-Dec,Black Bean Burger,1,Grill,Fall 2024,Multimodal
4-Dec,ADD Cheese,5,Grill,Fall 2024,Multimodal
4-Dec,Add Egg $.99,3,Grill,Fall 2024,Multimodal
4-Dec,1 Entree + 1 Side,202,Asian,Fall 2024,Multimodal
4-Dec,1 Entree + 2 Side,85,Asian,Fall 2024,Multimodal
4-Dec,Bowl Ramen Chicken,84,Asian,Fall 2024,Multimodal
4-Dec,2 Entrees + 2 Sides,35,Asian,Fall 2024,Multimodal
4-Dec,Bowl Ramen Tofu,13,Asian,Fall 2024,Multimodal
4-Dec,Side Vegetarian Lo Mein,16,Asian,Fall 2024,Multimodal
4-Dec,1 Wok Entree,5,Asian,Fall 2024,Multimodal
4-Dec,Side White or Brown Rice,9,Asian,Fall 2024,Multimodal
4-Dec,Side Vegetables,2,Asian,Fall 2024,Multimodal
4-Dec,Side Fried Spring Roll,1,Asian,Fall 2024,Multimodal
4-Dec,Side Vegetarian Fried Rice with,1,Asian,Fall 2024,Multimodal
4-Dec,Create Your Pasta Bowl MEAT,142,Italian,Fall 2024,Multimodal
4-Dec,Create Your Pasta Bowl VEG,27,Italian,Fall 2024,Multimodal
4-Dec,Pizza with Toppings,22,Italian,Fall 2024,Multimodal
4-Dec,Pizza Cheese,22,Italian,Fall 2024,Multimodal
4-Dec,Add Extra Meat,36,Italian,Fall 2024,Multimodal
4-Dec,Side Bread Pasta Station,2,Italian,Fall 2024,Multimodal
4-Dec,Burrito Breakfast,91,Breakfast,Fall 2024,Multimodal
4-Dec,Small French Omelet,58,Breakfast,Fall 2024,Multimodal
4-Dec,Grand Slam Breakfast,19,Breakfast,Fall 2024,Multimodal
4-Dec,Egg Cheese Sausage Breakfast San,30,Breakfast,Fall 2024,Multimodal
4-Dec,Egg Cheese Bacon Breakfast Sandw,28,Breakfast,Fall 2024,Multimodal
4-Dec,Add Bacon,34,Breakfast,Fall 2024,Multimodal
4-Dec,Two Eggs,18,Breakfast,Fall 2024,Multimodal
4-Dec,Trillium Home Fries,5,Breakfast,Fall 2024,Multimodal
4-Dec,Pancake Single,2,Breakfast,Fall 2024,Multimodal
4-Dec,2 Slices Toast,4,Breakfast,Fall 2024,Multimodal
4-Dec,Toast,1,Breakfast,Fall 2024,Multimodal
4-Dec,Burrito Bowl BYO,84,Mexican,Fall 2024,Multimodal
4-Dec,Single Taco,10,Mexican,Fall 2024,Multimodal
4-Dec,Side Guacamole,2,Mexican,Fall 2024,Multimodal
4-Dec,Add Extra Toppings Una Mano,2,Mexican,Fall 2024,Multimodal
4-Dec,Soup 12 oz,58,Soup,Fall 2024,Multimodal
4-Dec,8 oz Soup,59,Soup,Fall 2024,Multimodal
4-Dec,Salad by the Pound,61,Salad Bar,Fall 2024,Multimodal
4-Dec,Add Extra Protein $2.99,2,Salad Bar,Fall 2024,Multimodal
4-Dec,Side Potato Tots,11,Grab N Go,Fall 2024,Multimodal
5-Dec,Quesadilla Deluxe Trillium,163,Grill,Fall 2024,Multimodal
5-Dec,Grilled Hamburger,118,Grill,Fall 2024,Multimodal
5-Dec,Fried Chicken Tenders,116,Grill,Fall 2024,Multimodal
5-Dec,Burrito Una Mano Trillium BYO,82,Grill,Fall 2024,Multimodal
5-Dec,French Fries,179,Grill,Fall 2024,Multimodal
5-Dec,Grilled Chicken Breast Sandwich,22,Grill,Fall 2024,Multimodal
5-Dec,Trillium Grill Impossible Burger,16,Grill,Fall 2024,Multimodal
5-Dec,Quesadilla Cheese,20,Grill,Fall 2024,Multimodal
5-Dec,Sweet Potato Fries,42,Grill,Fall 2024,Multimodal
5-Dec,Seared Salmon Burger,11,Grill,Fall 2024,Multimodal
5-Dec,Black Bean Burger,6,Grill,Fall 2024,Multimodal
5-Dec,ADD Beef Patty $2.99,15,Grill,Fall 2024,Multimodal
5-Dec,ADD Chicken Breast,4,Grill,Fall 2024,Multimodal
5-Dec,Add Sausage 2 Patty,3,Grill,Fall 2024,Multimodal
5-Dec,ADD Cheese,9,Grill,Fall 2024,Multimodal
5-Dec,Add Egg $.99,3,Grill,Fall 2024,Multimodal
5-Dec,1 Entree + 1 Side,212,Asian,Fall 2024,Multimodal
5-Dec,1 Entree + 2 Side,85,Asian,Fall 2024,Multimodal
5-Dec,Bowl Ramen Chicken,70,Asian,Fall 2024,Multimodal
5-Dec,2 Entrees + 2 Sides,41,Asian,Fall 2024,Multimodal
5-Dec,Bowl Ramen Tofu,22,Asian,Fall 2024,Multimodal
5-Dec,Side Vegetarian Lo Mein,14,Asian,Fall 2024,Multimodal
5-Dec,1 Wok Entree,8,Asian,Fall 2024,Multimodal
5-Dec,Side White or Brown Rice,10,Asian,Fall 2024,Multimodal
5-Dec,Side Fried Spring Roll,2,Asian,Fall 2024,Multimodal
5-Dec,Side Vegetables,2,Asian,Fall 2024,Multimodal
5-Dec,Side Vegetable Spring Rolls,1,Asian,Fall 2024,Multimodal
5-Dec,Create Your Pasta Bowl MEAT,113,Italian,Fall 2024,Multimodal
5-Dec,Create Your Pasta Bowl VEG,32,Italian,Fall 2024,Multimodal
5-Dec,Pizza with Toppings,37,Italian,Fall 2024,Multimodal
5-Dec,Pizza Cheese,23,Italian,Fall 2024,Multimodal
5-Dec,Add Extra Meat,23,Italian,Fall 2024,Multimodal
5-Dec,Side Bread Pasta Station,1,Italian,Fall 2024,Multimodal
5-Dec,Burrito Breakfast,69,Breakfast,Fall 2024,Multimodal
5-Dec,Small French Omelet,36,Breakfast,Fall 2024,Multimodal
5-Dec,Grand Slam Breakfast,18,Breakfast,Fall 2024,Multimodal
5-Dec,Egg Cheese Sausage Breakfast San,24,Breakfast,Fall 2024,Multimodal
5-Dec,Egg Cheese Bacon Breakfast Sandw,20,Breakfast,Fall 2024,Multimodal
5-Dec,Add Bacon,28,Breakfast,Fall 2024,Multimodal
5-Dec,Two Eggs,15,Breakfast,Fall 2024,Multimodal
5-Dec,Trillium Home Fries,2,Breakfast,Fall 2024,Multimodal
5-Dec,2 Slices Toast,2,Breakfast,Fall 2024,Multimodal
5-Dec,Toast,1,Breakfast,Fall 2024,Multimodal
5-Dec,Burrito Bowl BYO,93,Mexican,Fall 2024,Multimodal
5-Dec,Single Taco,4,Mexican,Fall 2024,Multimodal
5-Dec,Side Guacamole,2,Mexican,Fall 2024,Multimodal
5-Dec,Add Extra Toppings Una Mano,2,Mexican,Fall 2024,Multimodal
5-Dec,8 oz Soup,66,Soup,Fall 2024,Multimodal
5-Dec,Soup 12 oz,36,Soup,Fall 2024,Multimodal
5-Dec,Salad by the Pound,47,Salad Bar,Fall 2024,Multimodal
5-Dec,Add Extra Protein $2.99,2,Salad Bar,Fall 2024,Multimodal
5-Dec,Side Potato Tots,11,Grab N Go,Fall 2024,Multimodal
6-Dec,Quesadilla Deluxe Trillium,114,Grill,Fall 2024,Multimodal
6-Dec,Grilled Hamburger,76,Grill,Fall 2024,Multimodal
6-Dec,Burrito Una Mano Trillium BYO,50,Grill,Fall 2024,Multimodal
6-Dec,Fried Chicken Tenders,63,Grill,Fall 2024,Multimodal
6-Dec,French Fries,113,Grill,Fall 2024,Multimodal
6-Dec,Quesadilla Cheese,12,Grill,Fall 2024,Multimodal
6-Dec,Trillium Grill Impossible Burger,8,Grill,Fall 2024,Multimodal
6-Dec,Grilled Chicken Breast Sandwich,8,Grill,Fall 2024,Multimodal
6-Dec,Seared Salmon Burger,6,Grill,Fall 2024,Multimodal
6-Dec,Black Bean Burger,5,Grill,Fall 2024,Multimodal
6-Dec,Sweet Potato Fries,7,Grill,Fall 2024,Multimodal
6-Dec,Add Sausage 2 Patty,4,Grill,Fall 2024,Multimodal
6-Dec,ADD Beef Patty $2.99,2,Grill,Fall 2024,Multimodal
6-Dec,ADD Cheese,5,Grill,Fall 2024,Multimodal
6-Dec,Add Egg $.99,2,Grill,Fall 2024,Multimodal
6-Dec,1 Entree + 1 Side,137,Asian,Fall 2024,Multimodal
6-Dec,1 Entree + 2 Side,61,Asian,Fall 2024,Multimodal
6-Dec,Bowl Ramen Chicken,58,Asian,Fall 2024,Multimodal
6-Dec,2 Entrees + 2 Sides,23,Asian,Fall 2024,Multimodal
6-Dec,Bowl Ramen Tofu,18,Asian,Fall 2024,Multimodal
6-Dec,1 Wok Entree,5,Asian,Fall 2024,Multimodal
6-Dec,Side Vegetarian Lo Mein,5,Asian,Fall 2024,Multimodal
6-Dec,Side Vegetables,1,Asian,Fall 2024,Multimodal
6-Dec,Side Vegetable Spring Rolls,1,Asian,Fall 2024,Multimodal
6-Dec,Side Vegetarian Fried Rice with,1,Asian,Fall 2024,Multimodal
6-Dec,Side White or Brown Rice,1,Asian,Fall 2024,Multimodal
6-Dec,Burrito Breakfast,72,Breakfast,Fall 2024,Multimodal
6-Dec,Small French Omelet,49,Breakfast,Fall 2024,Multimodal
6-Dec,Grand Slam Breakfast,15,Breakfast,Fall 2024,Multimodal
6-Dec,Egg Cheese Sausage Breakfast San,26,Breakfast,Fall 2024,Multimodal
6-Dec,Egg Cheese Bacon Breakfast Sandw,20,Breakfast,Fall 2024,Multimodal
6-Dec,Add Bacon,27,Breakfast,Fall 2024,Multimodal
6-Dec,Two Eggs,18,Breakfast,Fall 2024,Multimodal
6-Dec,Pancake Single,4,Breakfast,Fall 2024,Multimodal
6-Dec,Trillium Home Fries,3,Breakfast,Fall 2024,Multimodal
6-Dec,2 Slices Toast,5,Breakfast,Fall 2024,Multimodal
6-Dec,Toast,1,Breakfast,Fall 2024,Multimodal
6-Dec,PC Peanut Butter,1,Breakfast,Fall 2024,Multimodal
6-Dec,Create Your Pasta Bowl MEAT,83,Italian,Fall 2024,Multimodal
6-Dec,Pizza with Toppings,28,Italian,Fall 2024,Multimodal
6-Dec,Create Your Pasta Bowl VEG,12,Italian,Fall 2024,Multimodal
6-Dec,Pizza Cheese,19,Italian,Fall 2024,Multimodal
