date,time,count,menu_condition
26-Feb,9:15 AM,21,Control
26-Feb,9:30 AM,24,Control
26-Feb,9:45 AM,35,Control
27-Feb,10:00 AM,39,Control
27-Feb,10:15 AM,28,Control
27-Feb,10:30 AM,6,Control
27-Feb,10:45 AM,20,Control
27-Feb,11:00 AM,104,Control
27-Feb,11:15 AM,79,Control
27-Feb,11:30 AM,193,Control
27-Feb,11:45 AM,158,Control
27-Feb,12:00 PM,101,Control
27-Feb,12:15 PM,107,Control
27-Feb,12:30 PM,87,Control
27-Feb,12:45 PM,113,Control
27-Feb,1:00 PM,206,Control
27-Feb,1:15 PM,122,Control
27-Feb,1:30 PM,56,Control
27-Feb,1:45 PM,34,Control
27-Feb,2:00 PM,43,Control
27-Feb,2:15 PM,81,Control
27-Feb,2:30 PM,63,Control
27-Feb,2:45 PM,58,Control
27-Feb,3:00 PM,10,Control
27-Feb,3:15 PM,1,Control
27-Feb,6:15 AM,1,Control
27-Feb,8:00 AM,16,Control
27-Feb,8:15 AM,29,Control
27-Feb,8:30 AM,22,Control
27-Feb,8:45 AM,30,Control
27-Feb,9:00 AM,27,Control
27-Feb,9:15 AM,22,Control
27-Feb,9:30 AM,24,Control
27-Feb,9:45 AM,24,Control
28-Feb,10:00 AM,48,Control
28-Feb,10:15 AM,26,Control
28-Feb,10:30 AM,11,Control
28-Feb,10:45 AM,14,Control
28-Feb,11:00 AM,86,Control
28-Feb,11:15 AM,75,Control
28-Feb,11:30 AM,48,Control
28-Feb,11:45 AM,60,Control
28-Feb,12:00 PM,105,Control
28-Feb,12:15 PM,185,Control
28-Feb,12:30 PM,102,Control
28-Feb,12:45 PM,53,Control
28-Feb,1:00 PM,54,Control
28-Feb,1:15 PM,99,Control
28-Feb,1:30 PM,57,Control
28-Feb,1:45 PM,44,Control
28-Feb,2:00 PM,3,Control
28-Feb,8:00 AM,10,Control
28-Feb,8:15 AM,15,Control
28-Feb,8:30 AM,16,Control
28-Feb,8:45 AM,25,Control
28-Feb,9:00 AM,27,Control
28-Feb,9:15 AM,17,Control
28-Feb,9:30 AM,23,Control
28-Feb,9:45 AM,30,Control
3-Mar,10:00 AM,44,Control
3-Mar,10:15 AM,23,Control
3-Mar,10:30 AM,4,Control
3-Mar,10:45 AM,18,Control
3-Mar,11:00 AM,110,Control
3-Mar,11:15 AM,124,Control
3-Mar,11:30 AM,98,Control
3-Mar,11:45 AM,70,Control
3-Mar,12:00 PM,114,Control
3-Mar,12:15 PM,143,Control
3-Mar,12:30 PM,96,Control
3-Mar,12:45 PM,104,Control
3-Mar,1:00 PM,156,Control
3-Mar,1:15 PM,124,Control
3-Mar,1:30 PM,44,Control
3-Mar,1:45 PM,39,Control
3-Mar,2:00 PM,33,Control
3-Mar,2:15 PM,54,Control
3-Mar,2:30 PM,52,Control
3-Mar,2:45 PM,35,Control
3-Mar,3:00 PM,4,Control
3-Mar,7:45 AM,2,Control
3-Mar,8:00 AM,10,Control
3-Mar,8:15 AM,16,Control
3-Mar,8:30 AM,17,Control
3-Mar,8:45 AM,21,Control
3-Mar,9:00 AM,38,Control
3-Mar,9:15 AM,28,Control
3-Mar,9:30 AM,22,Control
3-Mar,9:45 AM,27,Control
4-Mar,10:00 AM,66,Control
4-Mar,10:15 AM,32,Control
4-Mar,10:30 AM,17,Control
4-Mar,10:45 AM,21,Control
4-Mar,11:00 AM,94,Control
4-Mar,11:15 AM,72,Control
4-Mar,11:30 AM,191,Control
4-Mar,11:45 AM,107,Control
4-Mar,12:00 PM,90,Control
4-Mar,12:15 PM,90,Control
4-Mar,12:30 PM,79,Control
4-Mar,12:45 PM,113,Control
4-Mar,1:00 PM,241,Control
4-Mar,1:15 PM,131,Control
4-Mar,1:30 PM,76,Control
4-Mar,1:45 PM,51,Control
4-Mar,2:00 PM,45,Control
4-Mar,2:15 PM,52,Control
4-Mar,2:30 PM,60,Control
4-Mar,2:45 PM,67,Control
4-Mar,3:00 PM,6,Control
4-Mar,8:00 AM,12,Control
4-Mar,8:15 AM,16,Control
4-Mar,8:30 AM,28,Control
4-Mar,8:45 AM,32,Control
4-Mar,9:00 AM,22,Control
4-Mar,9:15 AM,20,Control
4-Mar,9:30 AM,29,Control
4-Mar,9:45 AM,30,Control
5-Mar,10:00 AM,42,Control
5-Mar,10:15 AM,31,Control
5-Mar,10:30 AM,6,Control
5-Mar,10:45 AM,11,Control
5-Mar,11:00 AM,136,Control
5-Mar,11:15 AM,109,Control
5-Mar,11:30 AM,116,Control
5-Mar,11:45 AM,60,Control
5-Mar,12:00 PM,109,Control
5-Mar,12:15 PM,185,Control
5-Mar,12:30 PM,86,Control
5-Mar,12:45 PM,93,Control
5-Mar,1:00 PM,139,Control
5-Mar,1:15 PM,113,Control
5-Mar,1:30 PM,69,Control
5-Mar,1:45 PM,31,Control
5-Mar,2:00 PM,34,Control
5-Mar,2:15 PM,45,Control
5-Mar,2:30 PM,38,Control
5-Mar,2:45 PM,38,Control
5-Mar,3:00 PM,2,Control
5-Mar,3:15 PM,1,Control
5-Mar,7:45 AM,1,Control
5-Mar,8:00 AM,24,Control
5-Mar,8:15 AM,32,Control
5-Mar,8:30 AM,19,Control
5-Mar,8:45 AM,35,Control
5-Mar,9:00 AM,30,Control
5-Mar,9:15 AM,26,Control
5-Mar,9:30 AM,19,Control
5-Mar,9:45 AM,34,Control
6-Mar,10:00 AM,46,Control
6-Mar,10:15 AM,15,Control
6-Mar,10:30 AM,11,Control
6-Mar,10:45 AM,10,Control
6-Mar,11:00 AM,94,Control
6-Mar,11:15 AM,82,Control
6-Mar,11:30 AM,185,Control
6-Mar,11:45 AM,114,Control
6-Mar,12:00 PM,114,Control
6-Mar,12:15 PM,120,Control
6-Mar,12:30 PM,71,Control
6-Mar,12:45 PM,111,Control
6-Mar,1:00 PM,206,Control
6-Mar,1:15 PM,109,Control
6-Mar,1:30 PM,66,Control
6-Mar,1:45 PM,37,Control
6-Mar,2:00 PM,30,Control
6-Mar,2:15 PM,46,Control
6-Mar,2:30 PM,53,Control
6-Mar,2:45 PM,49,Control
6-Mar,3:00 PM,2,Control
6-Mar,8:00 AM,10,Control
6-Mar,8:15 AM,18,Control
6-Mar,8:30 AM,32,Control
6-Mar,8:45 AM,25,Control
6-Mar,9:00 AM,19,Control
6-Mar,9:15 AM,18,Control
6-Mar,9:30 AM,26,Control
6-Mar,9:45 AM,32,Control
7-Mar,10:00 AM,51,Control
7-Mar,10:15 AM,25,Control
7-Mar,10:30 AM,3,Control
7-Mar,10:45 AM,14,Control
7-Mar,11:00 AM,72,Control
7-Mar,11:15 AM,58,Control
7-Mar,11:30 AM,56,Control
7-Mar,11:45 AM,45,Control
7-Mar,12:00 PM,113,Control
7-Mar,12:15 PM,152,Control
7-Mar,12:30 PM,79,Control
7-Mar,12:45 PM,54,Control
7-Mar,1:00 PM,56,Control
7-Mar,1:15 PM,105,Control
7-Mar,1:30 PM,44,Control
7-Mar,1:45 PM,32,Control
7-Mar,2:00 PM,10,Control
7-Mar,2:15 PM,1,Control
7-Mar,8:00 AM,12,Control
7-Mar,8:15 AM,11,Control
7-Mar,8:30 AM,10,Control
7-Mar,8:45 AM,20,Control
7-Mar,9:00 AM,23,Control
7-Mar,9:15 AM,14,Control
7-Mar,9:30 AM,14,Control
7-Mar,9:45 AM,25,Control
10-Mar,10:00 AM,45,Unimodal
10-Mar,10:15 AM,26,Unimodal
10-Mar,10:30 AM,8,Unimodal
10-Mar,10:45 AM,11,Unimodal
10-Mar,11:00 AM,94,Unimodal
10-Mar,11:15 AM,113,Unimodal
10-Mar,11:30 AM,118,Unimodal
10-Mar,11:45 AM,65,Unimodal
10-Mar,12:00 PM,87,Unimodal
10-Mar,12:15 PM,134,Unimodal
10-Mar,12:30 PM,78,Unimodal
10-Mar,12:45 PM,95,Unimodal
10-Mar,1:00 PM,181,Unimodal
10-Mar,1:15 PM,122,Unimodal
10-Mar,1:30 PM,47,Unimodal
10-Mar,1:45 PM,43,Unimodal
10-Mar,2:00 PM,35,Unimodal
10-Mar,2:15 PM,78,Unimodal
10-Mar,2:30 PM,46,Unimodal
10-Mar,2:45 PM,38,Unimodal
10-Mar,3:00 PM,1,Unimodal
10-Mar,8:00 AM,6,Unimodal
10-Mar,8:15 AM,12,Unimodal
10-Mar,8:30 AM,16,Unimodal
10-Mar,8:45 AM,37,Unimodal
10-Mar,9:00 AM,21,Unimodal
10-Mar,9:15 AM,15,Unimodal
10-Mar,9:30 AM,23,Unimodal
10-Mar,9:45 AM,28,Unimodal
11-Mar,10:00 AM,40,Unimodal
11-Mar,10:15 AM,36,Unimodal
11-Mar,10:30 AM,14,Unimodal
11-Mar,10:45 AM,7,Unimodal
11-Mar,11:00 AM,98,Unimodal
11-Mar,11:15 AM,84,Unimodal
11-Mar,11:30 AM,164,Unimodal
11-Mar,11:45 AM,97,Unimodal
11-Mar,12:00 PM,84,Unimodal
11-Mar,12:15 PM,105,Unimodal
11-Mar,12:30 PM,94,Unimodal
11-Mar,12:45 PM,108,Unimodal
11-Mar,1:00 PM,211,Unimodal
11-Mar,1:15 PM,117,Unimodal
11-Mar,1:30 PM,56,Unimodal
11-Mar,1:45 PM,48,Unimodal
11-Mar,2:00 PM,43,Unimodal
11-Mar,2:15 PM,59,Unimodal
11-Mar,2:30 PM,44,Unimodal
11-Mar,2:45 PM,62,Unimodal
11-Mar,3:00 PM,6,Unimodal
11-Mar,7:30 AM,1,Unimodal
11-Mar,8:00 AM,12,Unimodal
11-Mar,8:15 AM,27,Unimodal
11-Mar,8:30 AM,23,Unimodal
11-Mar,8:45 AM,28,Unimodal
11-Mar,9:00 AM,23,Unimodal
11-Mar,9:15 AM,18,Unimodal
11-Mar,9:30 AM,10,Unimodal
11-Mar,9:45 AM,31,Unimodal
12-Mar,10:00 AM,43,Unimodal
12-Mar,10:15 AM,25,Unimodal
12-Mar,10:30 AM,6,Unimodal
12-Mar,10:45 AM,8,Unimodal
12-Mar,11:00 AM,113,Unimodal
12-Mar,11:15 AM,128,Unimodal
12-Mar,11:30 AM,105,Unimodal
12-Mar,11:45 AM,74,Unimodal
12-Mar,12:00 PM,112,Unimodal
12-Mar,12:15 PM,184,Unimodal
12-Mar,12:30 PM,82,Unimodal
12-Mar,12:45 PM,90,Unimodal
12-Mar,1:00 PM,144,Unimodal
12-Mar,1:15 PM,135,Unimodal
12-Mar,1:30 PM,63,Unimodal
12-Mar,1:45 PM,38,Unimodal
12-Mar,2:00 PM,33,Unimodal
12-Mar,2:15 PM,69,Unimodal
12-Mar,2:30 PM,31,Unimodal
12-Mar,2:45 PM,43,Unimodal
12-Mar,3:00 PM,2,Unimodal
12-Mar,8:00 AM,17,Unimodal
12-Mar,8:15 AM,26,Unimodal
12-Mar,8:30 AM,22,Unimodal
12-Mar,8:45 AM,23,Unimodal
12-Mar,9:00 AM,39,Unimodal
12-Mar,9:15 AM,29,Unimodal
12-Mar,9:30 AM,30,Unimodal
12-Mar,9:45 AM,32,Unimodal
13-Mar,10:00 AM,50,Unimodal
13-Mar,10:15 AM,22,Unimodal
13-Mar,10:30 AM,5,Unimodal
13-Mar,10:45 AM,17,Unimodal
13-Mar,11:00 AM,104,Unimodal
13-Mar,11:15 AM,79,Unimodal
13-Mar,11:30 AM,179,Unimodal
13-Mar,11:45 AM,103,Unimodal
13-Mar,12:00 PM,85,Unimodal
13-Mar,12:15 PM,96,Unimodal
13-Mar,12:30 PM,76,Unimodal
13-Mar,12:45 PM,110,Unimodal
13-Mar,1:00 PM,205,Unimodal
13-Mar,1:15 PM,132,Unimodal
13-Mar,1:30 PM,45,Unimodal
13-Mar,1:45 PM,34,Unimodal
13-Mar,2:00 PM,36,Unimodal
13-Mar,2:15 PM,67,Unimodal
13-Mar,2:30 PM,52,Unimodal
13-Mar,2:45 PM,54,Unimodal
13-Mar,8:00 AM,6,Unimodal
13-Mar,8:15 AM,12,Unimodal
13-Mar,8:30 AM,30,Unimodal
13-Mar,8:45 AM,32,Unimodal
13-Mar,9:00 AM,33,Unimodal
13-Mar,9:15 AM,21,Unimodal
13-Mar,9:30 AM,18,Unimodal
13-Mar,9:45 AM,32,Unimodal
14-Mar,10:00 AM,36,Unimodal
14-Mar,10:15 AM,29,Unimodal
14-Mar,10:30 AM,11,Unimodal
14-Mar,10:45 AM,11,Unimodal
14-Mar,11:00 AM,81,Unimodal
14-Mar,11:15 AM,60,Unimodal
14-Mar,11:30 AM,50,Unimodal
14-Mar,11:45 AM,52,Unimodal
14-Mar,12:00 PM,92,Unimodal
14-Mar,12:15 PM,145,Unimodal
14-Mar,12:30 PM,73,Unimodal
14-Mar,12:45 PM,49,Unimodal
14-Mar,1:00 PM,57,Unimodal
14-Mar,1:15 PM,89,Unimodal
14-Mar,1:30 PM,61,Unimodal
14-Mar,1:45 PM,42,Unimodal
14-Mar,2:00 PM,4,Unimodal
14-Mar,2:15 PM,1,Unimodal
14-Mar,2:30 PM,1,Unimodal
14-Mar,8:00 AM,5,Unimodal
14-Mar,8:15 AM,17,Unimodal
14-Mar,8:30 AM,12,Unimodal
14-Mar,8:45 AM,18,Unimodal
14-Mar,9:00 AM,23,Unimodal
14-Mar,9:15 AM,12,Unimodal
14-Mar,9:30 AM,22,Unimodal
14-Mar,9:45 AM,17,Unimodal
17-Mar,10:00 AM,42,Unimodal
17-Mar,10:15 AM,30,Unimodal
17-Mar,10:30 AM,10,Unimodal
17-Mar,10:45 AM,9,Unimodal
17-Mar,11:00 AM,91,Unimodal
17-Mar,11:15 AM,96,Unimodal
17-Mar,11:30 AM,116,Unimodal
17-Mar,11:45 AM,75,Unimodal
17-Mar,12:00 PM,105,Unimodal
17-Mar,12:15 PM,160,Unimodal
17-Mar,12:30 PM,67,Unimodal
17-Mar,12:45 PM,91,Unimodal
17-Mar,1:00 PM,162,Unimodal
17-Mar,1:15 PM,151,Unimodal
17-Mar,1:30 PM,63,Unimodal
17-Mar,1:45 PM,37,Unimodal
17-Mar,2:00 PM,36,Unimodal
17-Mar,2:15 PM,60,Unimodal
17-Mar,2:30 PM,31,Unimodal
17-Mar,2:45 PM,40,Unimodal
17-Mar,3:00 PM,4,Unimodal
17-Mar,8:00 AM,7,Unimodal
17-Mar,8:15 AM,11,Unimodal
17-Mar,8:30 AM,18,Unimodal
17-Mar,8:45 AM,27,Unimodal
17-Mar,9:00 AM,22,Unimodal
17-Mar,9:15 AM,21,Unimodal
17-Mar,9:30 AM,22,Unimodal
17-Mar,9:45 AM,28,Unimodal
18-Mar,10:00 AM,45,Unimodal
18-Mar,10:15 AM,31,Unimodal
18-Mar,10:30 AM,15,Unimodal
18-Mar,10:45 AM,5,Unimodal
18-Mar,11:00 AM,85,Unimodal
18-Mar,11:15 AM,68,Unimodal
18-Mar,11:30 AM,173,Unimodal
18-Mar,11:45 AM,95,Unimodal
18-Mar,12:00 PM,93,Unimodal
18-Mar,12:15 PM,108,Unimodal
18-Mar,12:30 PM,83,Unimodal
18-Mar,12:45 PM,120,Unimodal
18-Mar,1:00 PM,185,Unimodal
18-Mar,1:15 PM,153,Unimodal
18-Mar,1:30 PM,64,Unimodal
18-Mar,1:45 PM,40,Unimodal
18-Mar,2:00 PM,50,Unimodal
18-Mar,2:15 PM,45,Unimodal
18-Mar,2:30 PM,38,Unimodal
18-Mar,2:45 PM,66,Unimodal
18-Mar,3:00 PM,1,Unimodal
18-Mar,7:45 AM,1,Unimodal
18-Mar,8:00 AM,19,Unimodal
18-Mar,8:15 AM,14,Unimodal
18-Mar,8:30 AM,21,Unimodal
18-Mar,8:45 AM,32,Unimodal
18-Mar,9:00 AM,26,Unimodal
18-Mar,9:15 AM,35,Unimodal
18-Mar,9:30 AM,19,Unimodal
18-Mar,9:45 AM,39,Unimodal
19-Mar,10:00 AM,46,Unimodal
19-Mar,10:15 AM,23,Unimodal
19-Mar,10:30 AM,8,Unimodal
19-Mar,10:45 AM,9,Unimodal
19-Mar,11:00 AM,108,Unimodal
19-Mar,11:15 AM,116,Unimodal
19-Mar,11:30 AM,113,Unimodal
19-Mar,11:45 AM,67,Unimodal
19-Mar,12:00 PM,111,Unimodal
19-Mar,12:15 PM,174,Unimodal
19-Mar,12:30 PM,87,Unimodal
19-Mar,12:45 PM,101,Unimodal
19-Mar,1:00 PM,175,Unimodal
19-Mar,1:15 PM,145,Unimodal
19-Mar,1:30 PM,69,Unimodal
19-Mar,1:45 PM,36,Unimodal
19-Mar,2:00 PM,43,Unimodal
19-Mar,2:15 PM,53,Unimodal
19-Mar,2:30 PM,37,Unimodal
19-Mar,2:45 PM,33,Unimodal
19-Mar,3:00 PM,4,Unimodal
19-Mar,3:30 PM,1,Unimodal
19-Mar,8:00 AM,27,Unimodal
19-Mar,8:15 AM,16,Unimodal
19-Mar,8:30 AM,20,Unimodal
19-Mar,8:45 AM,16,Unimodal
19-Mar,9:00 AM,24,Unimodal
19-Mar,9:15 AM,30,Unimodal
19-Mar,9:30 AM,21,Unimodal
19-Mar,9:45 AM,21,Unimodal
20-Mar,10:00 AM,51,Unimodal
20-Mar,10:15 AM,24,Unimodal
20-Mar,10:30 AM,12,Unimodal
20-Mar,10:45 AM,13,Unimodal
20-Mar,11:00 AM,93,Unimodal
20-Mar,11:15 AM,88,Unimodal
20-Mar,11:30 AM,177,Unimodal
20-Mar,11:45 AM,101,Unimodal
20-Mar,12:00 PM,103,Unimodal
20-Mar,12:15 PM,107,Unimodal
20-Mar,12:30 PM,64,Unimodal
20-Mar,12:45 PM,105,Unimodal
20-Mar,1:00 PM,204,Unimodal
20-Mar,1:15 PM,124,Unimodal
20-Mar,1:30 PM,60,Unimodal
20-Mar,1:45 PM,44,Unimodal
20-Mar,2:00 PM,39,Unimodal
20-Mar,2:15 PM,52,Unimodal
20-Mar,2:30 PM,39,Unimodal
20-Mar,2:45 PM,61,Unimodal
20-Mar,3:00 PM,5,Unimodal
20-Mar,7:30 AM,1,Unimodal
20-Mar,8:00 AM,14,Unimodal
20-Mar,8:15 AM,24,Unimodal
20-Mar,8:30 AM,22,Unimodal
20-Mar,8:45 AM,30,Unimodal
20-Mar,9:00 AM,30,Unimodal
20-Mar,9:15 AM,13,Unimodal
20-Mar,9:30 AM,21,Unimodal
20-Mar,9:45 AM,27,Unimodal
21-Mar,10:00 AM,35,Unimodal
21-Mar,10:15 AM,19,Unimodal
21-Mar,10:30 AM,7,Unimodal
21-Mar,10:45 AM,16,Unimodal
21-Mar,11:00 AM,91,Unimodal
21-Mar,11:15 AM,47,Unimodal
21-Mar,11:30 AM,34,Unimodal
21-Mar,11:45 AM,63,Unimodal
21-Mar,12:00 PM,136,Unimodal
21-Mar,12:15 PM,158,Unimodal
21-Mar,12:30 PM,88,Unimodal
21-Mar,12:45 PM,60,Unimodal
21-Mar,1:00 PM,55,Unimodal
21-Mar,1:15 PM,94,Unimodal
21-Mar,1:30 PM,52,Unimodal
21-Mar,1:45 PM,32,Unimodal
21-Mar,2:00 PM,13,Unimodal
21-Mar,7:45 AM,1,Unimodal
21-Mar,8:00 AM,8,Unimodal
21-Mar,8:15 AM,15,Unimodal
21-Mar,8:30 AM,18,Unimodal
21-Mar,8:45 AM,20,Unimodal
21-Mar,9:00 AM,20,Unimodal
21-Mar,9:15 AM,16,Unimodal
21-Mar,9:30 AM,10,Unimodal
21-Mar,9:45 AM,27,Unimodal
24-Mar,10:00 AM,49,Control
24-Mar,10:15 AM,24,Control
24-Mar,10:30 AM,2,Control
24-Mar,10:45 AM,11,Control
24-Mar,11:00 AM,119,Control
24-Mar,11:15 AM,93,Control
24-Mar,11:30 AM,114,Control
24-Mar,11:45 AM,53,Control
24-Mar,12:00 PM,101,Control
24-Mar,12:15 PM,140,Control
24-Mar,12:30 PM,82,Control
24-Mar,12:45 PM,101,Control
24-Mar,1:00 PM,150,Control
24-Mar,1:15 PM,145,Control
24-Mar,1:30 PM,56,Control
24-Mar,1:45 PM,35,Control
24-Mar,2:00 PM,31,Control
24-Mar,2:15 PM,48,Control
24-Mar,2:30 PM,45,Control
24-Mar,2:45 PM,44,Control
24-Mar,3:00 PM,4,Control
24-Mar,8:00 AM,9,Control
24-Mar,8:15 AM,16,Control
24-Mar,8:30 AM,13,Control
24-Mar,8:45 AM,27,Control
24-Mar,9:00 AM,27,Control
24-Mar,9:15 AM,30,Control
24-Mar,9:30 AM,30,Control
24-Mar,9:45 AM,29,Control
25-Mar,10:00 AM,49,Control
25-Mar,10:15 AM,37,Control
25-Mar,10:30 AM,17,Control
25-Mar,10:45 AM,10,Control
25-Mar,11:00 AM,84,Control
25-Mar,11:15 AM,65,Control
25-Mar,11:30 AM,160,Control
25-Mar,11:45 AM,115,Control
25-Mar,12:00 PM,94,Control
25-Mar,12:15 PM,104,Control
25-Mar,12:30 PM,76,Control
25-Mar,12:45 PM,99,Control
25-Mar,1:00 PM,218,Control
25-Mar,1:15 PM,142,Control
25-Mar,1:30 PM,73,Control
25-Mar,1:45 PM,53,Control
25-Mar,2:00 PM,69,Control
25-Mar,2:15 PM,57,Control
25-Mar,2:30 PM,55,Control
25-Mar,2:45 PM,60,Control
25-Mar,3:00 PM,9,Control
25-Mar,8:00 AM,15,Control
25-Mar,8:15 AM,27,Control
25-Mar,8:30 AM,19,Control
25-Mar,8:45 AM,30,Control
25-Mar,9:00 AM,18,Control
25-Mar,9:15 AM,17,Control
25-Mar,9:30 AM,24,Control
25-Mar,9:45 AM,30,Control
26-Mar,10:00 AM,47,Control
26-Mar,10:15 AM,31,Control
26-Mar,10:30 AM,8,Control
26-Mar,10:45 AM,13,Control
26-Mar,11:00 AM,102,Control
26-Mar,11:15 AM,115,Control
26-Mar,11:30 AM,100,Control
26-Mar,11:45 AM,60,Control
26-Mar,12:00 PM,129,Control
26-Mar,12:15 PM,169,Control
26-Mar,12:30 PM,71,Control
26-Mar,12:45 PM,95,Control
26-Mar,1:00 PM,115,Control
26-Mar,1:15 PM,115,Control
26-Mar,1:30 PM,63,Control
26-Mar,1:45 PM,43,Control
26-Mar,2:00 PM,34,Control
26-Mar,2:15 PM,47,Control
26-Mar,2:30 PM,36,Control
26-Mar,2:45 PM,34,Control
26-Mar,3:00 PM,7,Control
26-Mar,8:00 AM,24,Control
26-Mar,8:15 AM,33,Control
26-Mar,8:30 AM,9,Control
26-Mar,8:45 AM,22,Control
26-Mar,9:00 AM,28,Control
26-Mar,9:15 AM,17,Control
26-Mar,9:30 AM,20,Control
26-Mar,9:45 AM,27,Control
27-Mar,10:00 AM,29,Control
27-Mar,10:15 AM,32,Control
27-Mar,10:30 AM,7,Control
27-Mar,10:45 AM,16,Control
27-Mar,11:00 AM,80,Control
27-Mar,11:15 AM,83,Control
27-Mar,11:30 AM,159,Control
27-Mar,11:45 AM,110,Control
27-Mar,12:00 PM,92,Control
27-Mar,12:15 PM,105,Control
27-Mar,12:30 PM,72,Control
27-Mar,12:45 PM,70,Control
27-Mar,1:00 PM,191,Control
27-Mar,1:15 PM,95,Control
27-Mar,1:30 PM,65,Control
27-Mar,1:45 PM,33,Control
27-Mar,2:00 PM,39,Control
27-Mar,2:15 PM,54,Control
27-Mar,2:30 PM,31,Control
27-Mar,2:45 PM,56,Control
27-Mar,3:00 PM,2,Control
27-Mar,8:00 AM,11,Control
27-Mar,8:15 AM,18,Control
27-Mar,8:30 AM,23,Control
27-Mar,8:45 AM,26,Control
27-Mar,9:00 AM,32,Control
27-Mar,9:15 AM,24,Control
27-Mar,9:30 AM,27,Control
27-Mar,9:45 AM,26,Control
28-Mar,10:00 AM,31,Control
28-Mar,10:15 AM,8,Control
28-Mar,10:30 AM,3,Control
28-Mar,10:45 AM,4,Control
28-Mar,11:00 AM,48,Control
28-Mar,11:15 AM,44,Control
28-Mar,11:30 AM,28,Control
28-Mar,11:45 AM,35,Control
28-Mar,12:00 PM,53,Control
28-Mar,12:15 PM,105,Control
28-Mar,12:30 PM,60,Control
28-Mar,12:45 PM,37,Control
28-Mar,1:00 PM,33,Control
28-Mar,1:15 PM,49,Control
28-Mar,1:30 PM,31,Control
28-Mar,1:45 PM,17,Control
28-Mar,2:00 PM,8,Control
28-Mar,2:30 PM,1,Control
28-Mar,8:00 AM,8,Control
28-Mar,8:15 AM,6,Control
28-Mar,8:30 AM,10,Control
28-Mar,8:45 AM,20,Control
28-Mar,9:00 AM,22,Control
28-Mar,9:15 AM,18,Control
28-Mar,9:30 AM,11,Control
28-Mar,9:45 AM,19,Control
7-Apr,10:00 AM,44,Control
7-Apr,10:15 AM,27,Control
7-Apr,10:30 AM,11,Control
7-Apr,10:45 AM,12,Control
7-Apr,11:00 AM,92,Control
7-Apr,11:15 AM,78,Control
7-Apr,11:30 AM,108,Control
7-Apr,11:45 AM,65,Control
7-Apr,12:00 PM,84,Control
7-Apr,12:15 PM,149,Control
7-Apr,12:30 PM,87,Control
7-Apr,12:45 PM,72,Control
7-Apr,1:00 PM,134,Control
7-Apr,1:15 PM,110,Control
7-Apr,1:30 PM,37,Control
7-Apr,1:45 PM,37,Control
7-Apr,2:00 PM,31,Control
7-Apr,2:15 PM,45,Control
7-Apr,2:30 PM,28,Control
7-Apr,2:45 PM,27,Control
7-Apr,3:00 PM,2,Control
7-Apr,3:15 PM,2,Control
7-Apr,7:45 AM,1,Control
7-Apr,8:00 AM,12,Control
7-Apr,8:15 AM,17,Control
7-Apr,8:30 AM,15,Control
7-Apr,8:45 AM,32,Control
7-Apr,9:00 AM,26,Control
7-Apr,9:15 AM,27,Control
7-Apr,9:30 AM,20,Control
7-Apr,9:45 AM,28,Control
8-Apr,10:00 AM,49,Control
8-Apr,10:15 AM,19,Control
8-Apr,10:30 AM,13,Control
8-Apr,10:45 AM,17,Control
8-Apr,11:00 AM,97,Control
8-Apr,11:15 AM,95,Control
8-Apr,11:30 AM,157,Control
8-Apr,11:45 AM,114,Control
8-Apr,12:00 PM,120,Control
8-Apr,12:15 PM,152,Control
8-Apr,12:30 PM,89,Control
8-Apr,12:45 PM,129,Control
8-Apr,1:00 PM,195,Control
8-Apr,1:15 PM,145,Control
8-Apr,1:30 PM,68,Control
8-Apr,1:45 PM,49,Control
8-Apr,2:00 PM,32,Control
8-Apr,2:15 PM,52,Control
8-Apr,2:30 PM,37,Control
8-Apr,2:45 PM,60,Control
8-Apr,3:00 PM,6,Control
8-Apr,8:00 AM,26,Control
8-Apr,8:15 AM,38,Control
8-Apr,8:30 AM,38,Control
8-Apr,8:45 AM,38,Control
8-Apr,9:00 AM,35,Control
8-Apr,9:15 AM,24,Control
8-Apr,9:30 AM,25,Control
8-Apr,9:45 AM,31,Control
9-Apr,10:00 AM,53,Control
9-Apr,10:15 AM,29,Control
9-Apr,10:30 AM,3,Control
9-Apr,10:45 AM,10,Control
9-Apr,11:00 AM,107,Control
9-Apr,11:15 AM,132,Control
9-Apr,11:30 AM,121,Control
9-Apr,11:45 AM,77,Control
9-Apr,12:00 PM,120,Control
9-Apr,12:15 PM,176,Control
9-Apr,12:30 PM,95,Control
9-Apr,12:45 PM,85,Control
9-Apr,1:00 PM,142,Control
9-Apr,1:15 PM,127,Control
9-Apr,1:30 PM,71,Control
9-Apr,1:45 PM,46,Control
9-Apr,2:00 PM,35,Control
9-Apr,2:15 PM,61,Control
9-Apr,2:30 PM,49,Control
9-Apr,2:45 PM,29,Control
9-Apr,3:00 PM,4,Control
9-Apr,8:00 AM,17,Control
9-Apr,8:15 AM,33,Control
9-Apr,8:30 AM,22,Control
9-Apr,8:45 AM,22,Control
9-Apr,9:00 AM,21,Control
9-Apr,9:15 AM,21,Control
9-Apr,9:30 AM,22,Control
9-Apr,9:45 AM,33,Control
10-Apr,10:00 AM,41,Control
10-Apr,10:15 AM,22,Control
10-Apr,10:30 AM,9,Control
10-Apr,10:45 AM,17,Control
10-Apr,11:00 AM,104,Control
10-Apr,11:15 AM,100,Control
